Date,Open,High,Low,Close,Volume
2005-04-04,9463.9004,9488.0996,9454.4004,9474.2998,0
2005-04-05,9474.7002,9500.0,9403.0,9477.7998,0
2005-04-06,9478.5,9480.4004,9453.5,9471.7002,0
2005-04-07,9469.4004,9496.0996,9469.4004,9492.4004,0
2005-04-08,9493.2002,9510.2002,9390.0,9479.5996,0
2005-04-11,9489.5,9500.0,9464.5996,9485.0,0
2005-04-12,9483.5,9493.7998,9472.7998,9480.0,0
2005-04-13,9478.0996,9493.2998,9385.0,9479.5996,0
2005-04-14,9477.7998,9524.0,9410.0,9512.4004,0
2005-04-15,9513.5,9546.5,9443.0,9526.2002,0
2005-04-18,9525.0996,9579.7998,9518.5996,9562.0,0
2005-04-19,9560.9004,9598.2998,9476.0,9562.0,0
2005-04-20,9560.9004,9608.9004,9485.0,9564.0,0
2005-04-21,9562.0996,9678.2998,9525.0,9675.0,0
2005-04-22,9672.7998,9677.2002,9663.7002,9672.0,0
2005-04-25,9670.2002,9749.2998,9638.0996,9740.0,0
2005-04-26,9738.0996,9800.7998,9585.0,9676.7002,0
2005-04-27,9678.9004,9680.4004,9445.0,9550.0996,0
2005-04-28,9549.4004,9583.0996,9497.2002,9565.9004,0
2005-04-29,9568.9004,9596.0996,9480.0,9555.0,0
2005-05-02,9555.4004,9559.0996,9445.0,9520.7002,0
2005-05-03,9518.5,9558.0,9500.5,9519.2998,0
2005-05-04,9518.2002,9529.7002,9403.0,9505.0,0
2005-05-05,9501.7002,9509.0,9493.7998,9503.9004,0
2005-05-06,9503.5,9506.0996,9385.0,9482.0,0
2005-05-09,9476.5,9504.0,9468.0,9473.5,0
2005-05-10,9475.7998,9489.7002,9355.0,9448.0,0
2005-05-11,9449.0996,9460.0996,9353.0,9448.0,0
2005-05-12,9451.5996,9483.0,9369.0,9465.0,0
2005-05-13,9462.7998,9490.4004,9383.0,9473.5996,0
2005-05-16,9481.9004,9495.0,9454.4004,9460.5,0
2005-05-17,9461.5996,9463.0996,9403.9004,9420.0,0
2005-05-18,9419.2998,9450.2998,9415.2002,9422.0,0
2005-05-19,9424.2998,9461.5,9420.9004,9437.4004,0
2005-05-20,9438.2002,9480.7998,9373.0,9437.0,0
2005-05-23,9437.4004,9478.9004,9435.9004,9455.0,0
2005-05-24,9453.2002,9469.2002,9449.2998,9467.0,0
2005-05-25,9465.5,9475.2002,9453.0996,9466.9004,0
2005-05-26,9465.7002,9512.2002,9386.0,9481.5996,0
2005-05-27,9481.2002,9501.9004,9398.0,9468.5996,0
2005-05-30,9474.2998,9493.9004,9393.0,9480.5,0
2005-05-31,9480.0996,9510.4004,9478.5996,9508.0,0
2005-06-01,9506.0996,9572.2998,9458.0,9562.2998,0
2005-06-02,9563.0996,9592.7002,9460.0,9565.0,0
2005-06-03,9562.2998,9586.2002,9545.0,9576.9004,0
2005-06-06,9577.5996,9594.5996,9567.2002,9576.9004,0
2005-06-07,9580.4004,9585.4004,9438.0,9532.7002,0
2005-06-08,9533.5,9587.7998,9483.0,9583.0996,0
2005-06-09,9582.2998,9625.0996,9518.0,9615.0,0
2005-06-10,9612.2002,9635.4004,9574.5996,9586.9004,0
2005-06-13,9587.5996,9637.2002,9585.5996,9610.0,0
2005-06-14,9606.9004,9628.7998,9503.0,9605.0,0
2005-06-15,9603.4004,9613.7998,9507.0,9592.0,0
2005-06-16,9589.2002,9629.4004,9586.4004,9621.5996,0
2005-06-17,9620.7998,9644.2002,9520.0,9584.9004,0
2005-06-20,9583.7002,9661.2002,9582.9004,9657.5996,0
